eps,chain_kl,prediction,ratio,sum_eta_g2,K
0.0001,3.179667513029432e-08,5.3618653159843214e-08,0.5930151776752928,5.361865315984321,3843
0.001,3.179604793125359e-06,5.361865315984321e-06,0.5930034802714275,5.361865315984321,3843
0.01,0.0003179633137703931,0.0005361865315984322,0.5930087665993937,5.361865315984321,3843
0.1,0.03179915818632887,0.053618653159843224,0.5930614872315425,5.361865315984321,3843
