pot,n,chi2,q_iter,queries_cum
logcosh,271,1.3440359936112145e-11,5.43248376708474,1472.2268942992644
logcosh,272,1.3440804025321995e-11,5.432483767083791,1477.6593780663482
logcosh,273,1.3440804025321995e-11,5.432483767082904,1483.091861833431
logcosh,274,1.344147015913677e-11,5.432483767082079,1488.524345600513
logcosh,275,1.3441248114531845e-11,5.432483767081307,1493.9568293675943
logcosh,276,1.344191424834662e-11,5.432483767080587,1499.389313134675
logcosh,277,1.344147015913677e-11,5.432483767079917,1504.8217969017549
logcosh,278,1.3441248114531845e-11,5.43248376707929,1510.254280668834
logcosh,279,1.3441692203741695e-11,5.432483767078706,1515.686764435913
logcosh,280,1.3441692203741695e-11,5.4324837670781605,1521.119248202991
logcosh,281,1.3441692203741695e-11,5.432483767077652,1526.5517319700687
logcosh,282,1.3442136292951545e-11,5.432483767077178,1531.9842157371459
logcosh,283,1.3441692203741695e-11,5.432483767076734,1537.4166995042226
logcosh,284,1.344191424834662e-11,5.432483767076323,1542.849183271299
logcosh,285,1.3442136292951545e-11,5.4324837670759365,1548.2816670383747
logcosh,286,1.344191424834662e-11,5.432483767075577,1553.7141508054503
logcosh,287,1.3441692203741695e-11,5.432483767075242,1559.1466345725255
logcosh,288,1.344191424834662e-11,5.4324837670749275,1564.5791183396004
logcosh,289,1.344235833755647e-11,5.432483767074637,1570.0116021066751
logcosh,290,1.3441692203741695e-11,5.432483767074364,1575.4440858737496
logcosh,291,1.344235833755647e-11,5.4324837670741095,1580.8765696408236
logcosh,292,1.344191424834662e-11,5.432483767073872,1586.3090534078974
logcosh,293,1.3442136292951545e-11,5.43248376707365,1591.741537174971
logcosh,294,1.344235833755647e-11,5.432483767073444,1597.1740209420443
logcosh,295,1.3442136292951545e-11,5.432483767073252,1602.6065047091176
logcosh,296,1.3442136292951545e-11,5.432483767073073,1608.0389884761908
logcosh,297,1.3442136292951545e-11,5.432483767072905,1613.4714722432636
logcosh,298,1.3442580382161395e-11,5.432483767072748,1618.9039560103363
logcosh,299,1.3442580382161395e-11,5.432483767072602,1624.336439777409
logcosh,300,1.344280242676632e-11,5.432483767072467,1629.7689235444814
logcosh,301,1.3442580382161395e-11,5.43248376707234,1635.2014073115538
logcosh,302,1.3442580382161395e-11,5.432483767072221,1640.633891078626
logcosh,303,1.3442136292951545e-11,5.432483767072111,1646.0663748456982
logcosh,304,1.344235833755647e-11,5.432483767072007,1651.4988586127702
logcosh,305,1.3442580382161395e-11,5.432483767071911,1656.9313423798421
logcosh,306,1.3442580382161395e-11,5.432483767071821,1662.3638261469139
logcosh,307,1.344235833755647e-11,5.432483767071738,1667.7963099139856
logcosh,308,1.3442580382161395e-11,5.432483767071659,1673.2287936810574
logcosh,309,1.344280242676632e-11,5.432483767071586,1678.6612774481289
logcosh,310,1.3442136292951545e-11,5.432483767071519,1684.0937612152004
logcosh,311,1.344235833755647e-11,5.432483767071453,1689.526244982272
logcosh,312,1.3442580382161395e-11,5.432483767071395,1694.9587287493432
logcosh,313,1.344235833755647e-11,5.432483767071341,1700.3912125164145
logcosh,314,1.3442580382161395e-11,5.432483767071289,1705.8236962834858
logcosh,315,1.3442580382161395e-11,5.43248376707124,1711.256180050557
logcosh,316,1.3442136292951545e-11,5.432483767071196,1716.6886638176284
logcosh,317,1.344280242676632e-11,5.432483767071154,1722.1211475846994
logcosh,318,1.3442580382161395e-11,5.432483767071114,1727.5536313517705
logcosh,319,1.344235833755647e-11,5.432483767071078,1732.9861151188416
logcosh,320,1.3443024471371245e-11,5.432483767071044,1738.4185988859126
logcosh,321,1.344235833755647e-11,5.432483767071012,1743.8510826529837
logcosh,322,1.3442580382161395e-11,5.432483767070982,1749.2835664200547
logcosh,323,1.3442580382161395e-11,5.432483767070955,1754.7160501871258
logcosh,324,1.3442580382161395e-11,5.43248376707093,1760.1485339541966
logcosh,325,1.344235833755647e-11,5.432483767070906,1765.5810177212675
logcosh,326,1.3442580382161395e-11,5.432483767070883,1771.0135014883383
logcosh,327,1.3442580382161395e-11,5.4324837670708614,1776.4459852554091
logcosh,328,1.344280242676632e-11,5.432483767070842,1781.87846902248
logcosh,329,1.3442580382161395e-11,5.432483767070824,1787.3109527895508
logcosh,330,1.3442580382161395e-11,5.432483767070806,1792.7434365566216
logcosh,331,1.3442580382161395e-11,5.432483767070791,1798.1759203236925
logcosh,332,1.3443024471371245e-11,5.432483767070776,1803.6084040907633
logcosh,333,1.344280242676632e-11,5.432483767070763,1809.0408878578342
logcosh,334,1.344280242676632e-11,5.43248376707075,1814.473371624905
logcosh,335,1.3443024471371245e-11,5.432483767070739,1819.9058553919758
logcosh,336,1.344280242676632e-11,5.432483767070726,1825.3383391590467
logcosh,337,1.344280242676632e-11,5.432483767070716,1830.7708229261173
logcosh,338,1.344280242676632e-11,5.432483767070705,1836.2033066931879
logcosh,339,1.344280242676632e-11,5.432483767070696,1841.6357904602585
logcosh,340,1.3442580382161395e-11,5.432483767070689,1847.068274227329
logcosh,341,1.3443024471371245e-11,5.432483767070682,1852.5007579943997
logcosh,342,1.3442580382161395e-11,5.432483767070673,1857.9332417614703
logcosh,343,1.3443024471371245e-11,5.432483767070668,1863.365725528541
logcosh,344,1.3442580382161395e-11,5.432483767070661,1868.7982092956115
logcosh,345,1.344280242676632e-11,5.432483767070654,1874.2306930626821
logcosh,346,1.3442580382161395e-11,5.43248376707065,1879.6631768297527
logcosh,347,1.344280242676632e-11,5.432483767070643,1885.0956605968233
logcosh,348,1.3442580382161395e-11,5.4324837670706385,1890.528144363894
logcosh,349,1.344280242676632e-11,5.432483767070634,1895.9606281309646
logcosh,350,1.344280242676632e-11,5.43248376707063,1901.3931118980352
logcosh,351,1.3443024471371245e-11,5.432483767070625,1906.8255956651058
logcosh,352,1.3443024471371245e-11,5.432483767070622,1912.2580794321764
logcosh,353,1.3443024471371245e-11,5.432483767070618,1917.690563199247
logcosh,354,1.344280242676632e-11,5.432483767070615,1923.1230469663176
logcosh,355,1.3443024471371245e-11,5.432483767070612,1928.5555307333882
logcosh,356,1.344280242676632e-11,5.432483767070609,1933.9880145004588
logcosh,357,1.344280242676632e-11,5.4324837670706065,1939.4204982675294
logcosh,358,1.3442580382161395e-11,5.432483767070605,1944.8529820346
logcosh,359,1.344280242676632e-11,5.432483767070602,1950.2854658016706
logcosh,360,1.3442580382161395e-11,5.4324837670706,1955.7179495687412
logcosh,361,1.344280242676632e-11,5.432483767070597,1961.1504333358118
logcosh,362,1.344235833755647e-11,5.432483767070597,1966.5829171028824
logcosh,363,1.344280242676632e-11,5.432483767070595,1972.015400869953
logcosh,364,1.3443024471371245e-11,5.432483767070594,1977.4478846370237
logcosh,365,1.344280242676632e-11,5.432483767070591,1982.8803684040943
logcosh,366,1.3443024471371245e-11,5.43248376707059,1988.3128521711649
logcosh,367,1.344280242676632e-11,5.43248376707059,1993.7453359382355
logcosh,368,1.344280242676632e-11,5.432483767070588,1999.177819705306
logcosh,369,1.3443024471371245e-11,5.432483767070586,2004.6103034723767
logcosh,370,1.344280242676632e-11,5.432483767070584,2010.0427872394473
logcosh,371,1.3442580382161395e-11,5.432483767070584,2015.475271006518
logcosh,372,1.3442580382161395e-11,5.432483767070584,2020.9077547735885
logcosh,373,1.344280242676632e-11,5.432483767070583,2026.3402385406591
logcosh,374,1.3443024471371245e-11,5.432483767070583,2031.7727223077297
logcosh,375,1.3442580382161395e-11,5.432483767070581,2037.2052060748003
logcosh,376,1.3443024471371245e-11,5.43248376707058,2042.637689841871
logcosh,377,1.344324651597617e-11,5.43248376707058,2048.0701736089413
logcosh,378,1.344280242676632e-11,5.432483767070579,2053.502657376012
logcosh,379,1.3442580382161395e-11,5.432483767070579,2058.9351411430825
logcosh,380,1.344280242676632e-11,5.432483767070577,2064.367624910153
logcosh,381,1.344280242676632e-11,5.432483767070577,2069.8001086772238
logcosh,382,1.3443024471371245e-11,5.432483767070576,2075.2325924442944
logcosh,383,1.3443024471371245e-11,5.432483767070577,2080.665076211365
logcosh,384,1.344280242676632e-11,5.4324837670705755,2086.0975599784356
logcosh,385,1.3443024471371245e-11,5.432483767070576,2091.530043745506
logcosh,386,1.3442580382161395e-11,5.4324837670705755,2096.962527512577
logcosh,387,1.344280242676632e-11,5.4324837670705755,2102.3950112796474
logcosh,388,1.3443024471371245e-11,5.4324837670705755,2107.827495046718
logcosh,389,1.3443024471371245e-11,5.432483767070575,2113.2599788137886
logcosh,390,1.344280242676632e-11,5.432483767070574,2118.6924625808592
logcosh,391,1.344280242676632e-11,5.432483767070574,2124.12494634793
logcosh,392,1.3443024471371245e-11,5.432483767070574,2129.5574301150004
logcosh,393,1.3443024471371245e-11,5.432483767070575,2134.989913882071
logcosh,394,1.344280242676632e-11,5.432483767070572,2140.4223976491417
logcosh,395,1.3442580382161395e-11,5.432483767070573,2145.8548814162123
logcosh,396,1.3442580382161395e-11,5.432483767070574,2151.287365183283
logcosh,397,1.344280242676632e-11,5.432483767070573,2156.7198489503535
logcosh,398,1.3443024471371245e-11,5.432483767070574,2162.152332717424
logcosh,399,1.3443024471371245e-11,5.432483767070572,2167.5848164844947
logcosh,400,1.3443024471371245e-11,5.432483767070572,2173.0173002515653
